County,Establishment Type,Entity Name,DBA Name,Square Footage,Latitude,Longitude
Suffolk,Grocery/Manufacturer,STYERO CORP THE                  ,STYERO CORP THE        ,0,41.016575,-72.159044
Suffolk,Grocery/Manufacturer,JK ASSOCIATION                   ,JK ASSOCIATION         ,300,40.89104,-72.394468
Suffolk,Store,PMI FOOD MART CORP               ,LUKOIL                 ,800,40.747299,-73.318765
Suffolk,Grocery/Manufacturer,GOLDEN MANGO SUFFOLK CORP        ,GOLDEN MANGO           ,20000,40.780464,-73.249449
Suffolk,Grocery/Manufacturer,EMILIAS BAKEHOUSE                ,EMILIAS BAKEHOUSE      ,0,40.806539,-73.41016
Suffolk,Gas Station,LI PETROLEUM LLC                 ,BP                     ,0,40.709934,-73.360285
Suffolk,Grocery/Manufacturer,MONTAUK ASSET HOLDINGS INC       ,DURYEAS                ,6000,41.051416,-71.957434
Suffolk,Grocery/Manufacturer,GRANDMA RUTHS PIES LLC           ,GRANDMA RUTHS PIES     ,0,40.885822,-72.443754
Suffolk,Store,GAPPELBERG EVAN                  ,HAMPTON CHOCOLATE FACTO,0,40.809273,-72.64444
Suffolk,Deli,H&K CONENIENCE INC               ,SUPER DELI             ,2300,40.773725,-72.942867
Suffolk,Specialty Shop,DOUGIES DELIGHTS INC             ,DOUGS LEMONADE         ,1500,40.678577,-73.417421
Suffolk,Grocery/Manufacturer,YUNIKU NEW YORK INC              ,YUNIKU NEW YORK        ,0,40.764387,-73.330553
Suffolk,Deli,A & J DELI NY CORP               ,HUNTINGTON DELI        ,1000,40.844846,-73.411758
Suffolk,Convenience Store,JOHNSON WAYNE S                  ,7 ELEVEN,0,41.099649,-72.372872
Suffolk,Discount Store,DOLLAR TREE STORES INC           ,DOLLAR TREE #07081     ,0,40.835839,-73.047806
Suffolk,Convenience Store,LI CONVENIENCE AND FOOD INC      ,7 ELEVEN STORE #37615A ,1200,40.813744,-73.04458
Suffolk,Specialty Shop,SHARFUDIN & SONS INC             ,NEW FATIMA HALAL MEAT A,0,40.761876,-73.261732
Suffolk,Grocery/Manufacturer,ISLIP MEAT MARKET CORP           ,ISLIP MEAT MARKET      ,1400,40.729435,-73.212785
Suffolk,Sushi,NY HARVEST TRADING INC           ,EVERFRESH SUSHI        ,0,40.758435,-73.237468
Suffolk,Store,LOPEZ CORONADO/MONROY PEDRO      ,LATINOS MULTISERVICES  ,0,40.929756,-72.649475
Suffolk,Grocery/Manufacturer,ANA V SORTO                      ,MY LITTLE HOUSE MARKET ,1000,40.740172,-73.367844
Suffolk,Store,OUR COFFEE WITH A CAUSE LLC      ,BE (CAUSE) LIFESTYLE BO,0,40.866584,-73.321618
Suffolk,Grocery/Manufacturer,FIRING DOG MANS                  ,FIRING DOG MANS        ,0,41.036112,-71.941968
Suffolk,Discount Store,FAMILY DOLLAR STORES OF NY INC   ,FAMILY DOLLAR #31830   ,10000,40.765789,-73.011547
Suffolk,Deli,TEJADA LUIS A                    ,TEJADA DELI            ,1000,40.77887,-72.847866
Suffolk,Store,117 CONVENIENCE CORP             ,TOBACCO CORNER         ,600,40.826178,-73.412139
Suffolk,Deli,LPJ FOOD INDUSTRY CORP           ,MADRE TIERRA DELI      ,1200,40.916646,-73.054855
Suffolk,Discount Store,DOLLAR TREE STORES INC           ,DOLLAR TREE #07316     ,11000,40.732638,-73.088636
Suffolk,Grocery/Manufacturer,TRUFFLE & SNAIL LLC              ,VILLAGE CHEESE SHOP    ,0,40.991639,-72.534517
Suffolk,Grocery/Manufacturer,BELLPORT GENERAL LLC             ,BELLPORT GENERAL       ,1000,40.757767,-72.938798
Suffolk,Deli,AMITYVILLE DELI & GROCERY CORP   ,AMITYVILLE DELI & GROCE,0,40.693508,-73.422896
Suffolk,Convenience Store,BREANNDEM CORP                   ,7 ELEVEN,0,40.841163,-73.429751
Suffolk,Grocery/Manufacturer,LISAS HOMEMADE INC               ,LISAS HOMEMADE INC     ,0,40.983171,-72.178227
Suffolk,Deli,MILL RD DELI MINI MARKET LLC     ,MILL RD DELI MINI MARKE,0,40.840865,-72.955347
Suffolk,Gas Station,J & J GAS INC                    ,J & J GAS              ,800,40.717529,-73.255251
Suffolk,Grocery/Manufacturer,S & S CORNER SHOP INC            ,S & S CORNER SHOP 04/01,500,41.032212,-72.171349
Suffolk,Grocery/Manufacturer,GOURMET KID INC THE              ,THE GOURMET KID        ,100,40.899581,-73.328195
Suffolk,Store,ABOUT FOOD LLC                   ,ABOUT FOOD             ,0,41.064314,-72.427964
Suffolk,Gas Station,CORAM GAS MART INC               ,BP GAS MART            ,800,40.80893,-73.120159
Suffolk,Grocery/Manufacturer,MASTIC HPFS INC                  ,HANDY PANTRY           ,2500,40.785657,-72.84601
Suffolk,Deli,EL BODEGON DELI & MEAT CORP      ,EL BODEGON DELI & MEAT ,1200,40.798948,-73.247874
Suffolk,Store,BOLLA OPERATING LI CORP          ,KINGS SHIRLEY C STORE  ,0,40.80071,-72.871019
Suffolk,Convenience Store,SAVITA INC                       ,7 ELEVEN STORE #26250B ,1000,40.863058,-73.320551
Suffolk,Convenience Store,KRUPA 1106 CORP                  ,WAVERLY EXPRESS MART   ,2400,40.823334,-73.04617
Suffolk,Deli,STAR DELI INC                    ,STAR DELI              ,0,40.762302,-72.858641
Suffolk,Store,1508 CONVENIENCE INC             ,SHELL                  ,1000,40.751861,-73.263022
Suffolk,Store,DAIRY SHACK LLC                  ,DAIRY SHACK            ,900,40.856117,-73.188167
Suffolk,Grocery/Manufacturer,FAREZ LUIS H                     ,BETOS CATERING CORP    ,0,40.762736,-72.855593
Suffolk,Deli,EL DELI CHAPIN CORP              ,EL DELI CHAPIN         ,1400,40.920037,-72.66928
Suffolk,Grocery/Manufacturer,STARBUCKS CORPORATION            ,TEAVANA #28633         ,350,40.865827,-73.132333
Suffolk,Grocery/Manufacturer,BUOY ONE MATTITUCK LLC           ,BUOY ONE               ,0,40.98495,-72.538294
Suffolk,Deli,SOUND AVE DELI SHOPPS LLC        ,SOUND AVE DELI SHOPPS 0,0,40.968022,-72.626866
Suffolk,Convenience Store,CVS ALBANY LLC                   ,CVS/PHARMACY #10582    ,4000,40.954018,-72.209629
Suffolk,Gas Station,234 REINA GAS CORP               ,234 REINA GAS          ,0,40.775414,-73.007834
Suffolk,Grocery/Manufacturer,HARBORVIEW FARM LLC              ,8 HANDS FARM           ,0,41.029652,-72.491844
Suffolk,Grocery/Manufacturer,BLUE HARBOR HOLISTIC SPA & ACNE C,SOUL SHACK             ,0,40.721465,-73.247812
Suffolk,Grocery/Manufacturer,BOUGATFA 4 CORP                  ,BOUGATFA 4             ,1200,40.782691,-73.200284
Suffolk,Convenience Store,MEHEK & MAHNIK LLC               ,7 ELEVEN,0,40.73846,-73.291462
Suffolk,Convenience Store,ZNZ ENTERPRISES INC              ,7 ELEVEN,0,40.862248,-73.058064
Suffolk,Grocery/Manufacturer,PALMA GENTILE LTD                ,CASA DI PALMA          ,500,40.75758,-72.939035
Suffolk,Mini Mart,ROYAL MINI MART INC              ,ROYAL MINI MART        ,1000,41.054622,-72.435431
Suffolk,Grocery/Manufacturer,HEAVENLY FOOD MART INC           ,KOOL FOOD MART         ,1000,40.932276,-73.046226
Suffolk,Grocery/Manufacturer,AMBER WAVES FARM INC             ,AMBER WAVES FARM       ,0,40.97744,-72.137317
Suffolk,Grocery/Manufacturer,CRUMBOLICIOUS INC                ,CRUMBOLICIOUS          ,1000,40.827508,-73.306322
Suffolk,Grocery/Manufacturer,UNIVERSAL PRODUCE STORE INC      ,UNIVERSAL PRODUCE STORE,1100,40.832034,-73.120058
Suffolk,Grocery/Manufacturer,BEACH BREAK LLC                  ,CREPE BEACH            ,0,41.021407,-72.156556
Suffolk,Grocery/Manufacturer,WATERDRINKER LLC                 ,WATERDRINKER FAMILY FAR,1100,40.85512,-72.817194
Suffolk,Grocery/Manufacturer,1940S BREWING COMPANY            ,1940S BREWING COMPANY  ,4050,40.783283,-73.084283
Suffolk,Convenience Store,MAANI INC                        ,7 ELEVEN STORE #26251C ,1100,40.839207,-73.322745
Suffolk,Grocery/Manufacturer,IMAAN FOOD AND GROCERY INC       ,NOOR FOOD GYRO         ,0,40.835237,-73.369886
Suffolk,Deli,BROTHER'S DELI NY CORP           ,BROTHER'S DELI NY      ,0,40.856665,-73.40211
Suffolk,Grocery/Manufacturer,WHOLE LIVING LLC                 ,MISSION NUTRITION      ,2000,40.870988,-73.428272
Suffolk,Grocery/Manufacturer,STARBUCKS CORPORATION            ,TEAVANA #28603         ,700,40.822913,-73.412297
Suffolk,Grocery/Manufacturer,LA PLACITA MEAT MARKET CORP      ,LA PLACITA MEAT MARKET ,2500,40.796965,-72.865161
Suffolk,Grocery/Manufacturer,NORTHFORK CHEESE COMPANY         ,CAVANIOLAS GOURMET     ,500,40.973753,-72.141228
Suffolk,Store,MOTOR WAY ENTERPRISE LLC         ,SHELL MART             ,800,40.807222,-73.248337
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07703        ,0,40.788032,-73.137287
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07644        ,0,40.876801,-73.117529
Suffolk,Grocery/Manufacturer,FEELIN O2 GOOD INC               ,FEELIN O2 GOOD         ,0,40.914662,-72.662094
Suffolk,Deli,DRS FOODMART INC                 ,QUICK STOP DELI FOOD MA,2200,40.774728,-73.02849
Suffolk,Grocery/Manufacturer,IACONO FARM LLC                  ,IACONO FARM            ,0,40.963588,-72.193297
Suffolk,Grocery/Manufacturer,LITTLE PICK FOUR CORPORATION THE ,OCEAN BEACH TRADING    ,1400,40.649261,-73.15673
Suffolk,Sushi,ELLICO USA INC                   ,SUSHI BY JAY           ,0,40.758435,-73.237468
Suffolk,Grocery/Manufacturer,DEERPARK MEAT & FISH MARKET INC  ,DEERPARK MEAT & FISH MA,0,40.759352,-73.328376
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07673        ,0,40.934301,-72.670175
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07677        ,1000,40.836474,-73.184922
Suffolk,Grocery/Manufacturer,USA TRADING BUSINESS CORP        ,BEST CHOICE MEATS      ,0,40.7755,-73.106376
Suffolk,Grocery/Manufacturer,JERRIS CAKERY & CONFECTIONS INC  ,JERRIS CAKERY & CONFECT,0,40.821814,-72.663103
Suffolk,Gas Station,ENCORE GAS INC                   ,ENCORE GAS             ,10000,40.689309,-73.365122
Suffolk,Grocery/Manufacturer,ZARCHIN JANNA                    ,ZARCHIN JANNA          ,0,40.885822,-72.443754
Suffolk,Grocery/Manufacturer,RELIANCE ENTERPRISES INC         ,SHELL FOOD MART        ,1000,40.814727,-72.950328
Suffolk,Grocery/Manufacturer,FARMERS KITCHEN LLC              ,FARMERS KITCHEN        ,1200,40.91804,-72.658241
Suffolk,Grocery/Manufacturer,PARTY CENTRAL OF KINGS PARK INC  ,PARTY CENTRAL OF KINGS ,0,40.885194,-73.256109
Suffolk,Store,K & M CONVENIENCE INC            ,K & M CONVENIENCE      ,0,40.771312,-72.842244
Suffolk,Store,IACONO FARM LLC                  ,IACONO FARM            ,0,40.970975,-72.206426
Suffolk,Grocery/Manufacturer,HR C STORE INC                   ,HR C STORE             ,1000,40.956927,-72.967264
Suffolk,Store,M & J MART INC                   ,M & J MART             ,800,40.68017,-73.399429
Suffolk,Store,CAPITAL BEER INC                 ,CAPITAL BEER           ,5000,40.842435,-73.412061
Suffolk,Gas Station,SUNRISE GAS INC                  ,SUNRISE GAS            ,0,40.753856,-73.116121
Suffolk,Deli,AMERICA LATINO DELI CORP         ,AMERICA LATINO DELI    ,0,40.936554,-72.651379
Suffolk,Grocery/Manufacturer,JGZ WHOLESALERS CORP             ,NO GLUTEN KNEADED      ,800,40.769284,-73.108727
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07627        ,2500,40.774367,-73.243703
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07727        ,1900,40.824818,-72.8093
Suffolk,Mini Mart,UZUN TRADING INC                 ,GULF MINI MART         ,900,40.799792,-73.173873
Suffolk,Key Foods  ,DANS SUPREME SUPERMARKETS INC    ,KEY FOOD               ,0,40.803116,-72.809522
Suffolk,Key Foods  ,DANS SUPREME SUPERMARKETS INC    ,KEY FOOD               ,0,40.985159,-72.538067
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07596        ,0,40.682923,-73.355844
Suffolk,Convenience Store,WALGREEN EASTERN CO INC          ,RITE AID #10646        ,6000,40.686376,-73.352763
Suffolk,Convenience Store,CUMBERLAND FARMS INC             ,CUMBERLAND FARMS #1701 ,4800,40.832985,-73.122054
Suffolk,Grocery/Manufacturer,LA PLACITA EXPRESS INC           ,LA PLACITA EXPRESS     ,2000,40.831847,-73.033775
Suffolk,Discount Store,GOURMET TO GO INC                ,COSTCO GOURMET TO GO ME,0,40.758058,-73.422041
Suffolk,Deli,TORIBIO GROCERY & DELI CORP      ,TORIBIO GROCERY & DELI ,0,41.103225,-72.362008
Suffolk,Grocery/Manufacturer,NSJ GROUP II LTD                 ,EDIBLE ARRANGEMENTS    ,0,40.696224,-73.324392
Suffolk,Store,WYANDANCH CONVENIENCE CORP       ,WYANDANCH CONVENIENCE  ,1000,40.754463,-73.360865
Suffolk,Grocery/Manufacturer,ISSAMA FOOD CORP                 ,GALA FRESH FARMS       ,0,40.934642,-72.667348
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07637        ,800,40.737684,-73.207731
Suffolk,Convenience Store,WALGREEN EASTERN CO INC          ,RITE AID #10634        ,20000,40.734462,-73.175593
Suffolk,Grocery/Manufacturer,NOR-BRENTWOOD SERVICE CENTER INC ,NOR-BRENTWOOD SERVICE C,900,40.777351,-73.215501
Suffolk,Store,SECOND NATURE EAST INC           ,SECOND NATURE MARKETS  ,550,40.963472,-72.187285
Suffolk,Deli,ISLAND DELI CORP                 ,ISLAND DELI            ,2000,40.837396,-73.411996
Suffolk,Grocery/Manufacturer,WHATS FOR DINNAH INC             ,WHATS FOR DINNAH       ,1200,40.953125,-72.982122
Suffolk,Grocery/Manufacturer,LW 1116 LLC                      ,L & W MARKET           ,1000,40.937265,-72.301556
Suffolk,Grocery/Manufacturer/Warehouse,BEST MARKET OF COMMACK INC       ,BEST MARKET            ,20000,40.843999,-73.271415
Suffolk,Grocery/Manufacturer,BEST MARKET OF SHIRLEY INC       ,BEST MARKET            ,22000,40.800785,-72.870394
Suffolk,Convenience Store,HEERAMOTI FOOD INC               ,7 ELEVEN,0,40.755782,-73.359204
Suffolk,Convenience Store,WALGREEN EASTERN CO INC          ,RITE AID #10643        ,8000,40.799271,-73.173677
Suffolk,Store,RAYYAN ENTERPRISES INC           ,MILK N THINGS          ,700,40.865403,-73.041414
Suffolk,Specialty Shop,SGM AUTO WASH INC                ,BOHEMIA AUTO WASH      ,900,40.755961,-73.10955
Suffolk,Gas Station,366 MIDDLE CORP                  ,BP GAS                 ,900,40.8698,-72.999593
Suffolk,Store,ANDY`S PET FOODS & SUPPLIES INC  ,ANIMAL PANTRY          ,9000,40.713222,-73.347809
Suffolk,Grocery/Manufacturer,EMPIRE NUTRITION INC             ,EMPIRE NUTRITION       ,0,40.697018,-73.318346
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07888        ,1500,40.7957,-72.865364
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07889        ,1000,40.860151,-73.113076
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07893        ,1100,40.846197,-73.266913
Suffolk,Grocery/Manufacturer,BROADWAY BAY RESTAURANT INC      ,SALTAIRE MARKET        ,0,40.640263,-73.198278
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #01530        ,1000,40.844072,-73.279193
Suffolk,Grocery/Manufacturer,BREEZE HILL FARM & PRESERVE INC  ,BREEZE HILL FARM       ,0,41.034525,-72.462562
Suffolk,Grocery/Manufacturer,HOLA CENTRO AMERICA GROCERY STORE,HOLA CENTRO AMERICA GRO,0,40.845666,-73.411686
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07895        ,2500,40.8777,-72.524623
Suffolk,Convenience Store,WALGREEN EASTERN CO INC          ,RITE AID,0,40.815749,-73.410639
Suffolk,Grocery/Manufacturer,MONTAUK 51 MARKET CORP           ,PITSTOP PANTRY         ,0,40.816938,-72.754571
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07881        ,1200,40.806837,-72.944
Suffolk,Grocery/Manufacturer,JAVA NATION INC                  ,JAVA NATION            ,1000,40.939814,-72.307576
Suffolk,Grocery/Manufacturer,BEST MARKET OF SELDEN INC        ,BEST MARKET            ,0,40.867888,-73.02399
Suffolk,Grocery/Manufacturer,SPECIALLY SWEET INC              ,RALPH ROTTENS CANDY SHO,0,40.85815,-73.097147
Suffolk,Grocery/Manufacturer,BEST MARKET OF WEST BABYLON 2 INC,BEST MARKET            ,38000,40.687888,-73.340801
Suffolk,Deli,BARAKAT & DEEB INC               ,GRACE DELI & BAGELS    ,0,40.730156,-73.261725
Suffolk,Store,THE MONTAUK GENERAL STORE        ,THE MONTAUK GENERAL STO,0,40.818529,-72.629698
Suffolk,Grocery/Manufacturer,FN COUNTRY STORE INC             ,FN COUNTRY STORE       ,2000,40.745619,-73.071741
Suffolk,Convenience Store,WALGREEN EASTERN CO INC          ,RITE AID,0,40.810087,-72.641099
Suffolk,Gas Station,BYPASS GAS INC                   ,BP GAS                 ,1000,40.851757,-73.159428
Suffolk,Convenience Store,LVE ENTERPRISES INC              ,7 ELEVEN,0,40.884391,-73.261529
Suffolk,Convenience Store,1684 SOUTH EXPRESSWAY DRIVE REALT,7 ELEVEN STORE #39778A ,3500,40.806404,-73.233016
Suffolk,Grocery/Manufacturer,A TO Z CONVENIENCE SHOP INC      ,A TO Z CONVENIENCE SHOP,0,40.782834,-72.864368
Suffolk,Grocery/Manufacturer,HRC ENTERPRISE GROUP CORP        ,VALERO MART            ,800,40.744668,-73.141795
Suffolk,Deli,MARTAS DELI NY CORP              ,MARTAS DELI NY         ,1200,40.912534,-72.661054
Suffolk,Grocery/Manufacturer,NOA MAR MARKETS                  ,NOA MARKETS            ,1300,40.699998,-73.322471
Suffolk,Convenience Store,7 ELEVEN INC                     ,7 ELEVEN,0,40.779896,-73.033825
Suffolk,Discount Store,DOLLAR TREE STORES INC           ,DOLLAR TREE STORE #0614,8000,40.684794,-73.349872
Suffolk,Gas Station,ISTVAN GAS INC                   ,TRACK GAS STATION      ,500,40.758348,-72.939597
Suffolk,Convenience Store,A & M CONVENIENCE INC            ,US 1 EXPRESS MART      ,500,40.777372,-72.943986
Suffolk,Deli,DELI LA MORENA CORP              ,DELI LA MORENA         ,0,40.848717,-73.407905
Suffolk,Grocery/Manufacturer,CRESCENT HALAL MEAT CORP         ,BUTCHER SHOP           ,750,40.86288,-73.054231
Suffolk,Grocery/Manufacturer/Warehouse,395 FOODS INC                    ,GIUNTA'S MEAT FARMS    ,360000,40.892179,-73.340344
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07793        ,1100,40.918957,-72.343553
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07794        ,0,40.948397,-72.244539
Suffolk,Deli,SHIRLEY EXPRESS DELI INC         ,SHIRLEY EXPRESS DELI   ,0,40.800509,-72.876151
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07797        ,1000,40.831147,-73.196684
Suffolk,Specialty Shop,STEINWAY PASTA & GELATI INC      ,STEINWAY PASTA & GELATI,14000,40.685571,-73.386076
Suffolk,Grocery/Manufacturer,MINE 88 INC                      ,OCEAN MARKET           ,2000,40.738179,-73.120749
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07864        ,0,40.882848,-73.253559
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07862        ,0,40.747085,-73.059658
Suffolk,Convenience Store,7 ELEVEN INC                     ,7 ELEVEN,0,40.802809,-73.212997
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07860        ,0,40.787142,-73.126145
Suffolk,Deli,DELI FRESH MARKET CORP           ,DELI FRESH MARKET      ,0,40.919249,-72.41184
Suffolk,Grocery/Manufacturer,KRISBRI CORP                     ,CITARELLIS MARKET      ,0,40.825935,-72.731768
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07805        ,1200,40.824928,-73.020374
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07856        ,1000,40.922537,-72.714232
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07855        ,0,40.787368,-73.220491
Suffolk,Grocery/Manufacturer,EL CHIQUITO MINI MARKET CORP     ,EL CHIQUITO MINI MARKET,1800,40.802968,-72.857274
Suffolk,Gas Station,AMERICAN PETROLEUM INC           ,AMERICAN PETROLEUM     ,500,40.828695,-73.427469
Suffolk,Grocery Store,L & V MINI MARKET CORP           ,M & A SUPERMARKET      ,0,40.750967,-73.362145
Suffolk,Sushi,NEW BEST SUSHI WORLD INC         ,NEW BEST SUSHI WORLD   ,500,40.816034,-73.193919
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07859        ,0,40.884386,-73.262618
Suffolk,Convenience Store,SHREEJI 613 INC                  ,7 ELEVEN,0,40.759256,-73.422077
Suffolk,Deli,DELI EL CHIQUITO CORP            ,DELI EL CHIQUITO       ,0,40.713239,-73.344175
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07657        ,0,40.75763,-73.327697
Suffolk,Deli,LA BENDICION DELI&GROCERY INC    ,LA BENDICION DELI&GROCE,1500,40.766724,-72.999853
Suffolk,Grocery/Manufacturer,MONTAUK IGA LLC                  ,MONTAUK IGA            ,0,41.032018,-71.94872
Suffolk,Grocery/Manufacturer,EAST HAMPTON IGA LLC             ,EAST HAMPTON IGA       ,0,40.968785,-72.182215
Suffolk,Grocery/Manufacturer,Q FOODS INC                      ,Q FOODS                ,5500,40.816715,-72.608291
Suffolk,Grocery/Manufacturer,FLORES FAMILY CORP               ,FLORES FAMILY          ,1700,40.770591,-73.260552
Suffolk,Grocery/Manufacturer,SCGP CAFE LLC                    ,SCGP CAFE              ,0,40.928126,-72.786541
Suffolk,Deli,LAS DELICIAS DE CHALATENANGO CORP,EL CHALATECO DELI      ,1700,40.770591,-73.260552
Suffolk,Sushi,ELLICO USA INC                   ,SUSHI BY JAY @STOP&SHOP,500,40.873494,-73.427731
Suffolk,Grocery/Manufacturer,BEST MARKET OF ISLIP INC         ,BEST MARKET            ,50000,40.735816,-73.207855
Suffolk,Grocery Store,LAS MATAS MINIMARKET CORP        ,M & A SUPERMARKET      ,3000,40.750967,-73.362145
Suffolk,Grocery/Manufacturer,BEST MARKET OF WESTHAMPTON BEACH ,BEST MARKET            ,0,40.811436,-72.645018
Suffolk,Convenience Store,WALGREEN EASTERN CO INC          ,RITE AID,0,40.753209,-73.11867
Suffolk,Grocery/Manufacturer,MACKALLIE LLC                    ,MACKIES                ,1500,40.741794,-73.169057
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07641        ,1200,40.829454,-73.095104
Suffolk,Deli,BRIANA CORP                      ,CENTRAL AMERICAN DELI  ,3000,40.799049,-73.249835
Suffolk,Convenience Store,ZBLI INC                         ,7 ELEVEN,0,40.753213,-73.038785
Suffolk,Grocery/Manufacturer,COOKIE DO INC                    ,COOKIE DO              ,100,41.033397,-71.946242
Suffolk,Convenience Store,WALGREEN EASTERN CO INC          ,RITE AID #10672        ,3500,40.781951,-72.864647
Suffolk,Grocery/Manufacturer,LOGIE BURKE NF LLC               ,SIMPLY SUBLIME NOFO    ,1000,41.010507,-72.485328
Suffolk,Grocery/Manufacturer,GOLD ADAM                        ,PIZZER                 ,0,40.767353,-73.294051
Suffolk,Grocery/Manufacturer,K B A B INC                      ,SALT WATERFRONT BAR & G,0,41.052233,-72.346508
Suffolk,Deli,U-STOP FOOD MART INC             ,NEW RAILROAD DELI & GRO,1200,40.754438,-73.360975
Suffolk,Gas Station,SHARMIR ENT LLC                  ,MOBIL GAS              ,500,40.816095,-73.085994
Suffolk,Store,VIR 26 CORP                      ,TONYS QUICKSHOP        ,1500,40.738741,-73.292837
Suffolk,Grocery/Manufacturer,ZBLD INC                         ,MUNG BEAN NATURAL FOODS,1000,40.842974,-73.293447
Suffolk,Store,FIVE BELOW INC                   ,FIVE BELOW #359        ,0,40.807264,-73.286845
Suffolk,Grocery/Manufacturer,GREENLAWN ROYALTY INDUSTRIES CORP,GREENLAWN FARMS        ,25000,40.868895,-73.347914
Suffolk,Grocery/Manufacturer,QUICKCHEK CORPORATION            ,QUICKCHEK 2/27/18      ,5400,40.689805,-73.406342
Suffolk,Grocery/Manufacturer,MASTIC FRIED CHICKEN INC         ,MASTIC FRIED CHICKEN   ,0,40.781058,-72.847726
Suffolk,Deli,COMPRUEBE DELI GROCERY NY INC    ,COMPRUEBE DELI GROCERY ,1200,40.848712,-73.411529
Suffolk,Specialty Shop,CHAND HALAL FOOD MARKET INC      ,CHAND HALAL FOOD MARKET,0,40.811095,-73.409493
Suffolk,Deli,TROPICAL 2 DELI & GROCERY INC    ,TROPICAL 2 DELI & GROCE,0,40.798381,-73.249655
Suffolk,Grocery/Manufacturer,MONTAUK MARKET 805 INC.          ,MONTAUK MARKET 805     ,2000,41.036112,-71.941968
Suffolk,Specialty Shop,HAMZA FOOD AND HALAL MEAT INC    ,HAMZA FOOD & HALAL MEAT,900,40.796823,-72.865555
Suffolk,Store,FA GROCERY INC                   ,FA GROCERY             ,0,40.921777,-72.653326
Suffolk,Gas Station,112 GAS CORP                     ,EXXON                  ,800,40.731717,-73.273673
Suffolk,Grocery/Manufacturer,AR-RAZZAQ 308 INC                ,EDIBLE ARRANGEMENTS    ,1000,40.872477,-73.125214
Suffolk,Grocery/Manufacturer,ONEIDA EXPRESS INC               ,LE COIN TROPICAL       ,2500,40.738701,-73.292641
Suffolk,Grocery/Manufacturer,C&W FISH CORP                    ,C&W FISH               ,900,40.816034,-73.193919
Suffolk,Deli,CHIQUITO DELI & GROCERY NY CORP  ,CHIQUITO DELI & GROCERY,2100,40.834339,-73.411214
Suffolk,Gas Station,SPEEDWAY LLC                     ,SPEEDWAY #07642        ,0,40.841055,-73.309319
Suffolk,Grocery/Manufacturer,ROCCFISH SEAFOOD LLC             ,DEANS SEAFOOD          ,1500,40.726468,-73.225546
Suffolk,Grocery/Manufacturer,ASIAN FARMER INC                 ,ASIAN FARMER           ,1500,40.678577,-73.417421
Suffolk,Convenience Store,KALOUSTIAN GREGORY               ,7-ELEVEN STORE 24427   ,2500,40.830779,-73.021316
Suffolk,Gas Station,THUNDER GAS INC                  ,USA FOOD MART          ,1000,40.903766,-72.605096
Suffolk,Store,HALSEY FARM&NURSERY INC          ,HALSEY'S FARM STAND    ,1000,40.92299,-72.358068
Suffolk,Discount Store,DOLLAR TREE STORES INC           ,DOLLAR TREE STORE 3093 ,10000,40.841167,-73.308517
Suffolk,Target,TARGET CORPORATION               ,TARGET STORE T-1948    ,144000,40.826858,-72.990269
Suffolk,Grocery/Manufacturer/Warehouse,BRADFRD T REEVE SR&PAUL REEVE INC,BAYVIEW FARM MARKET    ,4000,40.947392,-72.611688
Suffolk,Convenience Store,CVS ALBANY LLC                   ,CVS PHARMACY 02725     ,25000,40.848493,-73.408108
Suffolk,Grocery/Manufacturer,S&A CONVENIENCE INC              ,DAIRY CITY             ,8000,40.738569,-73.292002
Suffolk,Gas Station,3RD STREET INC                   ,SUNOCO MART            ,1000,40.807519,-73.123624
